,Plot,Genre
120,"After the collapse of his massive Qintex business empire, Christopher Skase flees to the Spanish Island of Majorca, leaving angry creditors high and dry. Enter Peter Dellasandro, a fast-talking con man and failed entrepreneur who sees the ""Chase For Skase"" as a potential gold mine. Dellasandro convinces the Creditors Board that he's the only man with the ability and recklessness to undertake the task demanded by his country: the kidnapping of Christopher Skase. But not everyone is convinced, especially Danny D'Amato, the fiery son of the Creditors Chairman. Suspicious of Dellasandro, the two form an uneasy alliance as Dellasandro sets out to recruit the ego-centric TV host Eric Carney into his scheme, until seasoned mercenary Mitch Vendieks warns Dellasandro that Carney is planning a kidnap plot of his own. Determined to beat Carney to the punch, Dellasandro and Danny join forces with Mitch to form their own team, recruiting the inept Sean Knight, mendacious getaway driver Dave Phibbs and cynical intelligence ace Rupert Wingate, who soon discovers that Skase is devising a deadly scheme to resurrect his business empire across Europe. With time running out, Dellasandro and the boys head for Majorca and track Skase to his sprawling mansion, confronting the devious businessman. The team is outnumbered by Skase's Security Guards and thus cannot manage to kidnap him. However, they make out with several computer discs which contain sensitive documents revealing Skase's plan to ""bust out"" Qintex. The information at hand is enough evidence for the Australian Government to make compensation payments to the Qintex Creditors Boardmembers.",comedy
121,"Financial wizard ""Doc"" Fletcher (Michael Caine) persuades his boss, American mobster Joe Fiore (Martin Balsam), to buy up a Swiss bank in order to more easily launder their ill-gotten gains. The impoverished Italian Prince Gianfranco di Siracusa (Louis Jourdan) agrees to act as chairman of the board in order to give it an air of respectability. ""Doc"" goes to Lugano, a major center of banking activity, along with the Don's wayward son Albert (Jay Leno), only to find that the best bank that the Prince could get consists of some shabby offices above a pizza restaurant with assets of $900.
To make up for this, the Prince suggests that they invest in a silver mine recently discovered in Iran by his distant cousins, Agha Firdausi (David Warner) and his sister Shireen (Stéphane Audran). The mine contains hundreds of millions of dollars' worth of untapped silver. The Firdausis wish to keep it a secret due to the heavy taxes and the threat of the mine being nationalised by the government. Through a little wheeler-dealing, ""Doc"" manages to obtain $5 million in Iranian rials from Agha — as security for a loan of $20 million — and uses the money to obtain better banking premises and put on a major show that attracts powerful investors.
Before long the Firdausi silver is flooding the market which leads to a drop in its value at the London Metal Exchange. Charlie Cook (Charles Gray), a leading figure in the silver business and one of the richest men in the world, decides that the best way to stop the downward plunge is to take over the bank responsible and thus close down the mine. He contacts Henry Foreman (Joss Ackland), president of the First National Bank of California, who is keen on branching into Europe. Foreman sends one of his accountants, Donald Luckman (Tom Smothers), to Lugano where he meets ""Doc"" and his associates. His questions and evasive attitude makes them suspicious and to find out more ""Doc"" approaches and seduces Donald's fun-loving but bored and neglected wife Debbie (Cybill Shepherd).
In the course of their affair, Debbie casually reveals in conversation all about Cook's interest in the mine and the bank. Donald, unaware of what is going on, returns and offers up to $60 million for the bank (which is really worth only about a sixth of the amount). ""Doc"" will have none of it since it means losing everything he has ever worked for, but Albert and Joe Fiore, who actually owns the bank, jump at the opportunity. ""Doc"" goes to Las Vegas and, through a subtle threat, manages to get Joe to give him time to make a bid of his own.
""Doc"" and the Prince join the Firdausis at their warehouse in Dubai which is full to the brim with silver bars from the mine. When they tell him that they cannot lend him $60 million to buy the bank, ""Doc"" threatens to call in the earlier loan of $20 million and seize the mine. It's at this point that Agha and Shireen drop a bombshell on their two friends: there is no silver mine!
The Firdausis are in fact smugglers who have obtained all their silver from India. The silver mine was just a cover, a means of obtaining the money needed for their operation. ""Doc"" faces a terrible dilemma: if he tells Charlie Cook that the mine does not exist the deal will collapse and ""Doc"" will be killed (literally) by Joe Fiore; but if he does not tell Cook, the deal will go through and ""Doc"" will lose the bank.
The deal does go through with Foreman and Donald Luckman sealing it with ""Doc"" and Albert Fiore. In his report on the purchase of the bank Donald has left out all mention of the silver mine, as per the instructions of Foreman and Cook, who was keen to keep it secret, and put the bank's main assets down as ""oil storage tanks"". Foreman then goes to Cook and demands an exorbitant amount for the silver mine only to be told that it does not exist and that he will thus not be refunded the $60 million used to buy the bank.
Foreman can recoup $50 million in insurance since the purchase report mentions non-existent ""oil storage tanks"", thus making a case for fraud. ""Doc"" offers to give Foreman an additional $10 million which he will get from Cook who, in return, will obtain exclusive purchasing rights to the Firdausi silver. In exchange, Foreman gives ""Doc"" the bank — which was really only worth $10 million in the first place. Donald then reveals that for the insurance claim to be valid there will have to be a criminal prosecution and a scapegoat will be needed in order to go to prison. The others agree, deciding that it should be the one who falsified the report — meaning Donald himself!
Some time later, back in Lugano, the Prince marries Shireen Firdausi, even though he was one of those whom she conned into believing in the existence of the mine. Agha does not attend the wedding and Shireen admits that he was in fact an actor she hired since she doubted if a bank would loan $20 million to a woman. ""Doc"" for his part comes across Debbie who has been attending Donald's trial for fraud. She has promised to get a place near the jail in order to be close to him and indicates, with a smile, that ""Doc's"" house is conveniently near the prison itself.",comedy
122,"The film is set in 1969 Morrison, Alabama. The Caldwell family includes three World War II veterans—brothers played by Thornton, Bacon and Patrick—their sister Donna (LaNasa), and a patriarch, Jim Caldwell (Duvall), who is a World War I veteran. The Caldwells are involved in a cultural clash with the Bedfords, a family which includes Phillip (Stevenson), a World War II veteran, his sister Camilla (O'Connor), and their father Kingsley (Hurt), also a World War I veteran.
The Bedfords are a London family who, as is revealed in the film, are in the Caldwell hometown for the funeral of Kingsley's wife, who is the ex-wife of Jim Caldwell and the mother of Caldwell's children. Duvall described the film in an interview as ""putting Tennessee Williams in the back seat"".[9]
The film's title refers to the automobile in which movie star Jayne Mansfield was supposedly decapitated in 1967. When a nearby town has a side show displaying the vehicle, Jim Caldwell takes Kingsley Bedford along to gawk at the grisly artifact.",drama
123,"This film is about the lives and travails of people living around a fictitious traffic signal in Mumbai. Anybody who drives in Mumbai has experienced the 2-odd minute wait at a traffic signal.
The traffic signal includes a microcosm of people who derive their daily livelihoods from it. There are beggars (kids and adults), prostitutes, tricksters, eunuchs and others who sell clothes, flowers and trinkets. They speak quickly, act fast and operate somewhat honourably (with each other) to eke a meager living out of the harsh Mumbai street life. They owe allegiance and hafta (weekly ""protection"" fee) to the signal manager, Silsila (Kunal Khemu).
Silsila grew up at the signal. He ran various trades there before he became the manager. He is an ideal manager: sensitive and caring of his workers yet ruthless when it comes to delivery. Silsila reports into a mid-level don, Jaffar, who in turn reports to the big boss Haji bhaijaan.
Life is well at the signal. A gentle girl, Rani (Neetu Chandra), arrives at the signal to sell ethnic clothes. The initial fireworks blossom into deeper companionship with Silsila. Everything proceeds normally.
Unbeknownst to Silsila, Haji bhaijaan is part of a larger nexus of evil that comprises politicians and the larger Mafia. Haji must play a dangerous game where he is forced to invoke the unwitting pawn, Silsila, to start a series of events that could ultimately destroy the traffic signal. Silsila is unaware of the larger consequences as he carries out his orders without question. But reality dawns on him when he is apprehended in a case of murder, extortion and bribery where he was hardly aware of things.
The signal faces destruction. Silsila's world, and all the people who grew up with it, face extinction. Silsila is forced to make a choice between his life and his world. As his life moves from Green to Red, he may only hope that the signal moves from Red to Green.",drama
124,"The movie is set in London in 1914, on the eve of World War I (and the year Chaplin made his first film). Calvero (Charles Chaplin), once a famous stage clown but now a washed-up drunk, saves a young dancer, Thereza ""Terry"" Ambrose (Claire Bloom), from suicide. Nursing her back to health, Calvero helps Terry regain her self-esteem and resume her dancing career. In doing so he regains his own self-confidence, but his attempts to make a comeback meet with failure. Terry says she wants to marry Calvero despite their age difference, although she has befriended Neville (Sydney Earl Chaplin), a young composer Calvero believes would be better suited to her. In order to give them a chance, Calvero leaves home and becomes a street entertainer. Terry, now starring in her own show, eventually finds Calvero and persuades him to return to the stage for a benefit concert. Reunited with an old partner (Buster Keaton), Calvero gives a triumphant comeback performance. He suffers a heart attack during a routine, however, and dies in the wings while watching Terry, the second act on the bill, dance on stage.",comedy
125,"Growing Up Smith is a coming-of-age story of Smith, a 10-year-old boy from India growing up in small-town America in 1979.
As the boy's family tries to straddle the fine line between embracing the American Dream and preserving their Indian heritage, the awkward little hero sneaks out for a taste of Kentucky Fried Chicken (even though his family is vegetarian), dons a Saturday Night Fever costume, and contends with his parents as they send him to school with a yellow squash instead of a pumpkin to carve for Halloween.
And as Smith falls head-over-heels in love with Amy, the girl-next-door, he finds in Amy's father Butch the all-American cowboy he wishes his own father could be. But alas, when Smith goes on a hunting adventure with Butch, Smith's father Bhaaskar fears Smith will lose any hope of remaining a respectable Indian boy and banishes him back to India. Nineteen years later Smith will return to America, back to a place he once called home.
Movie ends with Smith heading to Amy's place to meet her after his return.",comedy
126,"A real estate con artist named Stan Minton (Rob Schneider) panics when he learns that he is going to prison for fraud. Stan's fear of jail-house rape leads him to hire the mysterious guru known as ""The Master"" (David Carradine) who helps transform him into a creative martial-arts expert. During his incarceration, Stan uses his new-found skills to intimidate his fellow prisoners and prevents the prisoners from hitting or raping each other.
He gains the prisoners' respect, and eventually becomes their leader, bringing peace and harmony to the prison yard. But the corrupt warden has a plan to profit by turning the prison into a war zone, forcing its closure, and selling off the property as valuable real estate. Stan helps him with the real estate aspects in exchange for early parole, however his peacemaking efforts threaten the warden's plan for a riot and he is persuaded to bring back violence.
In a last minute attack of conscience he deliberately blows the parole hearing to rush back and prevent the deaths of his fellow inmates, only to discover that his message of peace has sunk in and the prisoners are dancing instead of fighting. The warden orders the guards to open fire on the dancing men and, when they refuse, grabs a gun and shoots wildly. He attempts to shoot Minton but he is stopped by Minton's wife and the Master, who had snuck in. Three years later Minton leaves the prison, which is now run by one of the more sympathetic guards as the original warden is now an inmate, to be met outside by his wife, his young daughter, and the Master.",comedy
127,"In 1933 France, Christine (Richardson) is the maid of a well-to-do middle-aged widow (Julie Walters) and her teenage daughter (Sophie Thursfield). Her younger sister, Lea (May) is hired on the recommendation of Christine. The two sisters become increasingly alienated from their employer, separated by barriers between the classes. With only each other to turn to and Christine experiencing much jealousy as to her sister's interest in anyone else, the relationship becomes sexual, adding to the tension between the sisters and their employer. The tension ultimately leads to paranoia, repressed rage and murder.",drama
128,"In 1890, American Frank Hopkins (Viggo Mortensen) and his mustang, Hidalgo, are part of Buffalo Bill's Wild West show, where they are advertised as ""the world's greatest endurance horse and rider."" Hopkins had been a famous long-distance rider, a cowboy, and a dispatch rider for the United States government; in the latter capacity he carried a message to the U.S. 7th Cavalry Regiment authorizing the Wounded Knee Massacre of Lakota Sioux.
Wealthy Sheikh Riyadh (Omar Sharif) has sent his attaché Aziz (Adam Alexi-Malle), accompanied by Rau Rasmussen (Victor Talmadge), to ask the show to either stop using the phrase ""the world's greatest endurance horse and rider"" or allow Hopkins and Hidalgo to prove themselves by entering into the ""Ocean of Fire"": an annual 3,000-mile race across the Najd desert region. The Sheikh is custodian of the al-Khamsa line, considered to be the greatest distance horses in the world, and traditionally the race has been restricted to pure-bred Arabian horses and Bedouin or Arab riders.
In addition to the grueling conditions, prevailing animosity and contempt for a Christian ""infidel"" and “impure” horse, horse and rider face stiff competition, including the wealthy and unscrupulous British horse breeder Lady Anne Davenport (Louise Lombard).
To complicate matters, Sheikh Riyadh has promised his daughter Jazira (Zuleikha Robinson), his only surviving child, in marriage to the rider of his horse, should he win. She hopes to prevent this by giving Hopkins advice and information to help him win, thereby resulting in greater danger for them both. Sheikh Riyadh's outcast brigand nephew, who will stop at nothing to gain control of the al-Khamsa line, raids the race camp, kidnaps Jazira, and threatens to kill her unless he gets his uncle's prize stallion racer as her ransom. Hopkins manages to rescue Jazira. However, Davenport and the Sheikh's nephew try to sabotage the race by eliminating the rival riders, but are thwarted when Hopkins kills the nephew.
For Hopkins the Ocean of Fire becomes not only a matter of pride, honor and survival, but of identity: it emerges that his father was European American while his mother was Lakota Sioux. The Lakota call him “Blue Child” or “Far Rider.” As a half-breed he feels sympathy and pity for his mother's people, but does not generally reveal his heritage, especially after the Wounded Knee massacre, for which he feels partly responsible. Jazira compares his relation to his heritage to her desire to avoid wearing the veil, saying that he mustn't ""go through life hiding what God made you....like me.""
Nearing the end of the race, Hidalgo is severely injured and Hopkins is dying of thirst. He considers shooting Hidalgo to end his suffering, but is unable to bring himself to do it. Kneeling, he chants a prayer to Wakan Tanka as a possible death song, and images of Lakota elders and his mother appear before him before Hidalgo suddenly struggles up, and Hopkins rides bareback to come from behind to win the race. Hopkins wins the respect and admiration of the Arabs, and becomes friends with the Sheikh, giving him his revolver as a gift. As he bids farewell to an unveiled Jazira, she asks him if he is fulfilling the traditional Western tales' ending where the cowboy rides away into the setting sun and calls him Blue Child as she smiles kindly at him and turns to go.
Returning to the United States, Hopkins uses his winnings to buy a herd of mustangs that by government order are about to be culled to force Native Americans to convert to farming. Hopkins has the horses released and frees Hidalgo to join them in the wild. The epilogue states that Hopkins went on to reportedly win 400 long-distance races and was an outspoken supporter for wild mustangs until his death in 1951, while Hidalgo's descendants live free in the wild in and around Oklahoma.",drama
129,"Isabel Archer, originally from Albany, New York, is invited by her maternal aunt, Lydia Touchett, to visit Lydia's rich husband, Daniel, at his estate near London, following the death of Isabel's father. There, Isabel meets her uncle, her friendly invalid cousin Ralph Touchett, and the Touchetts' robust neighbour, Lord Warburton.
Isabel later declines Warburton's sudden proposal of marriage. She also rejects the hand of Caspar Goodwood, the charismatic son and heir of a wealthy Boston mill owner. Although Isabel is drawn to Caspar, her commitment to her independence precludes such a marriage, which she feels would demand the sacrifice of her freedom.
The elder Touchett grows ill and, at the request of his son, leaves much of his estate to Isabel upon his death. With her large legacy, Isabel travels the Continent and meets an American expatriate, Gilbert Osmond, in Florence. Although Isabel had previously rejected both Warburton and Goodwood, she accepts Osmond's proposal of marriage, unaware that it has been actively promoted by the accomplished but untrustworthy Madame Merle, another American expatriate, whom Isabel had met at the Touchetts' estate.
Isabel and Osmond settle in Rome, but their marriage rapidly sours due to Osmond's overwhelming egotism and lack of genuine affection for his wife. Isabel grows fond of Pansy, Osmond's presumed daughter by his first marriage, and wants to grant her wish to marry Edward Rosier, a young art collector.
The snobbish Osmond would prefer that Pansy accept the proposal of Warburton, who had previously proposed to Isabel. Isabel suspects, however, that Warburton may just be feigning interest in Pansy to get close to Isabel again, and the conflict creates even more strain within the unhappy marriage.
Isabel then learns that Ralph is dying at his estate in England and prepares to go to him for his final hours, but Osmond selfishly opposes this plan. Meanwhile, Isabel learns from her sister-in-law that Pansy is actually the daughter of Madame Merle, who had had an adulterous relationship with Osmond for several years.
Isabel pays a final visit to Pansy, who desperately begs her to return someday, which Isabel reluctantly promises to do. She then leaves, without telling her spiteful husband, to comfort the dying Ralph in England, where she remains until his death.
Goodwood encounters her at Ralph's estate, and begs her to leave Osmond and come away with him. He passionately embraces and kisses her, but Isabel flees. Goodwood seeks her out the next day but is told she has set off again for Rome.
The ending is ambiguous, and the reader is left to imagine whether Isabel returned to Osmond to suffer out her marriage in noble tragedy (perhaps for Pansy's sake), or she is going to rescue Pansy and leave Osmond.",drama
130,"Helen Chernen (Ida Lupino) is an ambitious woman, determined to once and for all become rich. She pushes her younger sister Katie (Joan Leslie) into a marriage with singer/dancer Albert Runkel (Jack Carson). Katie has no interest in the man, but is desperate to leave the poor conditions she and her sister live in, a dirty steel town. Runkel's partner Paul Collins (Dennis Morgan) sees what Helen's real intentions are and tries to stop her from breaking Runkel's heart.
Now living in wealthier surroundings, Helen tries to make a start of Katie's career. She is able to put her on a Broadway play. Katie soon becomes a successful singer and actress, while Collins and Runkel's act flounders. Runkel can't bear the idea of his wife having more success than himself. Also annoyed with Helen's efforts to destroy his marriage, he eventually kills himself.
Meanwhile, Katie's popularity rises to her head and she becomes a wild party girl. Her behavior eventually costs her her career. They later meet up with Paul, who is now a successful band leader. He falls in love with Katie and they start a relationship. However, things get complicated when Helen reveals she is in love with him as well.",drama
131,"As a child Juan Gallardo (Rex Downing – young boy) wants only to become a bullfighter like his dead father. One night he has an argument with the pompous critic Natalio Curro (Laird Cregar) about his father's lack of talent in the bullring. The argument spurs Juan to travel to Madrid and achieve his dreams of success in the bullring. Before leaving he promises his aristocratic sweetheart Carmen Espinosa (Linda Darnell) he will return when he is a success and marry her.
Ten years later Juan Gallardo (Tyrone Power) returns to Seville. He has become a matador and uses his winnings from Madrid to help his impoverished family. He sets his mother (Alla Nazimova) up in a fine house and ends her existence as a scrubwoman. He lavishes money on his sister Encarnacion (Lynn Bari) and her fiancé Antonio (William Montague) so they can open a business and wed. He hires ex-bullfighter Garabato (J. Carrol Naish), who has become a beggar, as his servant. Best of all he is now able to marry his childhood sweetheart Carmen (Linda Darnell) as he had promised.
Juan's wealth and fame continue to grow along with his talents as a bullfighter. Eventually he becomes Spain's most famous and acclaimed matador. Even the once scornful critic Curro now lavishes praises upon Juan and brags that it was he who discovered Juan's talent. Although Juan remains illiterate, doors open to society and he catches the eye of sultry socialite Doña Sol des Muire (Rita Hayworth) at one of his bullfights. His mother attempts to warn Juan that if not careful he will, like his father, end up on a path to destruction but Juan refuses to believe her.
Juan is blinded by the attention his fame has brought and Doña Sol finds it easy to lead him astray. He soon begins to neglect his wife, family and training in favor of her privileged and decadent lifestyle. His performance in the bullring suffers from his excesses and he soon falls from his great heights as the premiere matador of Spain. With the loss of fame comes rejection by everyone who was once important to him. Even Carmen casts him off after she learns of his affair. With his fame now gone Doña Sol moves on to new up and coming matador Manolo de Palma (Anthony Quinn), Juan's childhood friend.
After losing everything a repentant Juan begs for forgiveness and is taken back by Carmen. He vows to change but first he must have one final bullfight to prove he is still a great matador. His prayers for one last success, however, are not answered and like his father before him he is gored by the bull. Garabato angrily says the ""beast"" is the crowd, not the bull. Juan dies in the arms of Carmen as the crowd cheers for Manolo's victory over the bull. Manolo bows to the fickle crowd near the stain of blood left in the sand by Juan.",drama
132,"In this film, Vinu Mohan / Ramana plays an upcoming musician. After finishing a recording, he is on his way home when he sees an artist creating art on the street and he is stricken with awe. Onlookers are giving the artist a few rupees each but not as much as the artist expected. At this point, it begins to rain and the drawing begins to dissolve as the onlookers disperse. Vinu Mohan / Ramana hands over his entire 'bata' for the day to the artist.",drama
133,"Young lawyer Emily Reed (Otis) travels to New York City for an interview with an international law firm, which immediately offers her a job on the condition that she can fly to Rio de Janeiro the following morning. Emily agrees and is introduced to Claudia Dennis (Bisset), one of the firm's top executives. They arrive in Rio to finalize the purchase of a hotel, but angry Claudia must fly to Buenos Aires, Argentina, to meet the hotel's owner. Claudia instructs Emily to cover her date for the night. While viewing the hotel, Emily sees two locals having animalistic sex, which unnerves her and she returns to her own hotel. She meets Claudia's date; a wealthy man named James Wheeler (Rourke). They have dinner, accompanied by James' bodyguards.
James intrigues Emily; he is quiet and asks personal questions without being demanding or rude. After dinner, they attend a street carnival; Emily leaves after a masked man who looks like James tries to seduce her. The next morning, Emily wakes to find James watching her. He gives her a bouquet of orchids and denies making advances to her the previous evening, and as an apology, he offers to show her the city. She is initially reluctant but consents; they attend a party with a married couple that they noticed in the restaurant the night before. Some navy sailors at the party try to make advances on the wife; James fights them and he, Emily, and the couple leave quickly in his limousine. The married couple is having marital problems because of the wife's infidelity. She wants to reconcile with her husband. James encourages the couple to have sex in the limo, which they do. Emily finds their actions disturbing. Emily and James then visit the hotel that her firm wants to buy, and she tells James that she fears he would disappear if she touched him. When Emily hugs James, he pulls away from her, telling her that he does not like to be touched.
The married couple gives James a necklace; he gives it to Emily. That night, Emily dresses up for the carnival festivities and is propositioned by a man in a mask, who offers her the key to his room. She initially refuses the offer but James encourages her to accept. She realizes James is incapable of acting upon his own emotions and tries to experience passion through others. Emily agrees to the stranger's proposal and has sex with him.
The next day, Claudia returns to Rio with the hotel's owner and arranges a meeting at the airport. Emily is humiliated; Jerome (Greenwood), the owner's attorney, is the stranger she slept with. Jerome uses this information to intimidate Emily to get a better deal for his client. Claudia discovers the truth and uses the information to threaten Jerome; if he does not complete the deal, she will tell his wife about the affair. Claudia and Emily get a very good deal. After the meeting, Claudia asks Emily about her impressions of James. She tells Emily that James was an only child who stuttered, and is a completely self-made man. Emily says that she has become obsessed with James, but that he would never touch her. Claudia's assistants tell her that a man bought the deed to the old hotel before the deal was finalized; both women realize it was James, who confirms it was him. Claudia is angry and decides to proceed with the hotel's sale even though she does not own it, hoping that she will be able to circumvent James' actions.
Claudia arranges a huge party to commemorate the sale of the hotel. The next morning, Claudia invites a young surfer to her room, and asks Emily—who can speak Portuguese—to translate what the surfer says. Claudia, Emily and the surfer are about to have sex when James interrupts them. Emily accuses James of setting people up to disappoint him and then throwing them aside when they do. He responds that he never sets anybody up and that they disappoint him of their own accord. James leaves and Emily shouts after him. Later that day, a package is delivered to Emily's room; James has signed over the old hotel's deed to her, saving the deal. Emily goes to the hotel, finds James and tells him she loves him, but leaves when he does not respond.
Later that night, Emily returns to her room, where James is waiting for her. He tells Emily that he hardly spoke for years after his father abandoned him as a child, and that because of this his teachers thought he was intellectually disabled. He left school at a young age and worked hard, and while still a teenager, he bought a run-down house and repaired it. After he began to accumulate wealth, women became attracted to him and he started playing games to keep things interesting. The games became a way of life and he cannot stop playing them. Emily encourages James to reach out to her, offering him her love if he makes an effort to touch her. At first he resists, but reaches out and holds her when he thinks she will leave him. The two embrace and have sex. They ride away happily on a motorcycle together.",drama
134,"Song-and-dance men Steve Carroll and Danny Foster walk to a Texas dude ranch after their car runs out of gas. The team's friend, singer Maggie Reed, gets the boys a job. With their auto stolen, the two settle into ranch life. While Danny consults with Dr. Straeger to conquer his fear of animals, Steve courts ranch owner Joan Winston. When their stolen car is used in a robbery, the duo must then find the real culprits.",comedy
135,"Boojie Baker (Dan Conway) is a ruthless and greedy talent manager who ""discovers"" and then exploits unknown rock bands. The film opens in a nightclub with one of Boojie Baker's protégé acts, a band named Charlie, who have clearly been put through the grind already. They begin griping about the royalties they've been fleeced out of, and then walk out on him.
Undaunted, Boojie and his loyal but dim-witted assistant Gordy (Ray Sager) walk into a local bar for some cheap drinks and they discover a new band performing, played by real-life Chicago garage rock band The Faded Blue. Promising them a recording contract and ensuing fame, Boojie renames the five-man group ""The Big Blast"", outfits them in designer suits and sets about to prime them for stardom. This is done by utilizing a bevy of attractive and loose women to seduce a recording engineer, photographing him in the heat of the moment and then blackmailing him into letting The Big Blast cut a single. The group cuts their big hit, and Boojie presumably uses similar tactics to promote the record and garner airplay. However, as the band's popularity grows, it doesn't take long before they begin to wonder why they aren't receiving any money for their labors.
A little later, the Big Blast confronts Boojie in his office and accuse him of swindling them out of their hard-earned money for their record sales and demand that he pay them up front for their work from now on. Being a hard line negotiator, Boojie refuses to budge in that respect, and welcomes the boys to seek fame in fortune in other avenues. To show there are no hard feelings, he even invites them to a party at his apartment. It turns out that this party, replete with liquor, women and marijuana is a setup, and a ""police detective"" shows up to raid it. Coincidentally, this is before Boojie arrives, and when he does, it seems that he also has some pull in the ""police department"". As it happens, he is able to bail the boys out of this serious legal jam; if they agree to sign new contracts which expands Boojie's hold on them to five years, and Boojie would now be receiving over 80% of their profits. One by one, each of the five members concedes to Boojie's demands. Incidentally, after they leave, the ""detective"" hits up Boojie for some of the grass.
Back in the studio, the group begins to unravel, internal bickering starts to swell and they just can't seem to cut their follow-up hit. In the climax, the group decides instead to bring down Boojie at the expense of their own fame and fortune by sabotaging a television appearance Boojie has lined up by showing up drunk and singing a thinly-disguised musical flipping-of-the-bird to him. Having humiliated Boojie, the group then rips up Boojie's contract to them. Angry and defeated, Boojie and Gordy storm out of the studio, presumably to go look for another rock and roll band to manage and manipulate thus starting the cycle all over again. ""Oh well, that's show business"", one band member says.",comedy
136,"At the Rothmore Institute in New York City, Professor Fahrenheim prepares to travel to the jungles of South America on a two-year project to find a cure for spotted fever, which has been ravaging the Rothmore Mines. Fahrenheim's research assistant, Chris Claybourne, agrees to accompany him, but insists on taking a few weeks off before the trip in order to have some fun. Chris ends up at a gambling club run by a crooked mobster name ""Fish-Eye"" and soon loses five thousand dollars on credit. That night, Chris meets beautiful model Rita Wilson, who tags along on his gambling spree. In the coming days, the two fall in love, and when she learns that he will soon be leaving for the jungle, she persuades him to stay.
When Fish-Eye demands immediate payment of his gambling debt, Chris turns to his brother Tom for financial assistance. Suspicious of Rita, Tom offers to pay Chris' debt, but only if he leaves for the jungles as planned—and without Rita. Chris agrees to the proposal and postpone his marriage to Rita until after he returns in two years. Angered by his decision, Rita breaks off the relationship and returns on her own to the gambling club, where she accepts Fish-Eye's offer to work for him as an escort to lure wealthy gamblers to his club in exchange for paying off Chris' debt. Soon after, Tom visits the gambling club and sees Rita, who confesses that it was she who paid Chris' debt with money she inherited from her grandmother.
Later that year, on Christmas Eve, Chris returns to New York City and learns that Tom and his fiancée have broken up, and that his brother resigned from his position at the hospital. When pressed for an explanation, Tom tells Chris that he fell in love with Rita and that they were secretly married, but later she ridiculed him and refused to stay with him. Believing the worst about Rita, Chris goes to the gambling club looking for her. Filled with remorse over her actions, she confesses her mistakes and admits that she still loves him, not his brother. Chris proposes that she accompany him to the jungle as a friend and wait for Tom to agree to a divorce before renewing their relationship.
A few months later, when word arrives that Tom obtained the divorce, Chris tells Rita that he planned all this in order to get back at her for her actions. When she offers to let him use her to test their new serum, Chris refuses and bitterly sends her away. Initially, Professor Fahrenheim planned to test the serum on Chris, but now he has second thoughts about the potential danger to his assistant. When Rita learns that Chris will be used for the testing, she secretly injects herself with the disease in order to save Chris. Moved by her actions and realizing that he still loves her, Chris produces more serum and saves Rita's life. Soon after, Chris and Rita get married and sail back to New York City.",drama
137,"When ship’s fireman Peter McCabe walks out on his long-suffering wife, he leaves her impoverished, with two young daughters and a son born soon after his departure. Fourteen years later, McCabe returns, sacked and humiliated, trailing trouble in his wake. The eldest daughter, now a woman, is none too pleased at her father's reappearance.",drama
138,"Amna is a young woman that witnesses the death of her older sister by her uncle, who had abandoned her family and left them with no support. She understands from her mother that her sister deserves to die because she dishonors the family. Amna doesn't agree. She believes that her uncle should be blamed for their conditions. She seeks revenge from the engineer who swayed her sister and lied to her thus causing her death. Amna moves to his house to work as a maid and tries to poison him several times, but all her plans fail. She discovers it's impossible to kill him. This engineer starts to approach her, but she resists him, which makes him even more attracted to her.
The poor girl thought that by not resisting him anymore and pretending to love him, she would be able to destroy his life. What she didn't expect was that she herself would fall in love with him. She plans to dig a hole and trick him into falling in it. She tries to but fails and both fall in the hole. She faces him with the truth, and reveals who she is. She decides to leave him as she knows that her plan fails. Her uncle finds out what she had done and decides to kill her because she has ruined the family's reputation. As she steps out of the engineer's house, she sees her uncle and immediately realizes that he has bad intentions, but the engineer sees him too, and takes the bullet in his back to protect her and save her life.",drama
